Customer_Id,Gender,Device_Type,Customer_Type,Product_Category,Product,Brand,Sales,Quantity,Discount,Profit,Shipping_Cost,Payment_Method,Order_Priority,Platform
3449,Male,Desktop,New,Electronics,Laptop,Sony,11659,5,7,3405,55,Cash,Medium,E-Commerce
3777,Female,Desktop,New,Clothing,T-shirt,Adidas,28280,3,43,4680,41,UPI,Low,E-Commerce
2579,Male,Mobile,Returning,Groceries,Flour,Patanjali,49907,3,10,1122,96,Cash,Low,E-Commerce
1161,Male,Tablet,Returning,Home Appliances,Vacuum Cleaner,Whirlpool,17604,2,21,4989,191,Cash,Low,E-Commerce
1201,Female,Tablet,Returning,Toys,Board Game,Hasbro,18884,6,14,782,156,Cash,Low,E-Commerce
2981,Female,Tablet,Returning,Electronics,Smartwatch,Sony,36275,9,25,3710,67,UPI,Medium,E-Commerce
1995,Male,Desktop,Returning,Books,Textbook,Oxford,14466,7,33,3744,37,Wallet,Low,E-Commerce
3317,Female,Mobile,Returning,Toys,Puzzle,Fisher-Price,27703,2,33,2251,109,Credit Card,High,E-Commerce
4934,Female,Desktop,Returning,Beauty,Lipstick,Dove,32297,9,24,4290,145,UPI,High,E-Commerce
1815,Male,Mobile,Returning,Books,Novel,Random House,14196,3,19,1682,176,Wallet,Medium,E-Commerce
4342,Male,Desktop,New,Books,Textbook,Random House,27365,7,6,1388,195,Cash,Low,E-Commerce
1455,Male,Mobile,New,Toys,Action Figure,Fisher-Price,23074,7,37,775,159,Wallet,Low,E-Commerce
4533,Male,Mobile,Returning,Groceries,Flour,Dawat,45670,4,16,4952,186,Wallet,Low,E-Commerce
4798,Female,Mobile,New,Groceries,Sugar,Patanjali,38380,4,17,2635,170,Credit Card,Medium,E-Commerce
2275,Male,Desktop,Returning,Toys,Doll,Hot Wheels,18615,2,48,1807,38,Wallet,High,E-Commerce
2016,Male,Tablet,New,Toys,Puzzle,Hot Wheels,2080,2,48,3015,43,UPI,Low,E-Commerce
4773,Male,Desktop,New,Toys,Board Game,Hasbro,36494,2,43,4489,126,Credit Card,High,E-Commerce
3343,Female,Desktop,Returning,Home Appliances,Mixer,Panasonic,27072,5,43,1339,63,Credit Card,Low,E-Commerce
4796,Male,Mobile,New,Home Appliances,Mixer,Philips,5090,3,42,531,113,Credit Card,Low,E-Commerce
3767,Female,Mobile,Returning,Beauty,Foundation,Lakme,18736,7,49,3786,114,Cash,High,E-Commerce
4820,Male,Tablet,Returning,Clothing,T-shirt,Zara,16965,7,25,454,68,Cash,Medium,E-Commerce
1337,Male,Tablet,New,Books,Comic,Random House,3512,6,45,3751,130,Credit Card,Low,E-Commerce
1878,Female,Mobile,Returning,Toys,Doll,Fisher-Price,24076,8,20,4056,23,Credit Card,Medium,E-Commerce
2076,Male,Tablet,New,Home Appliances,Iron,Panasonic,5801,4,38,766,81,Cash,Low,E-Commerce
1791,Male,Tablet,New,Clothing,Jeans,Levi's,26273,9,31,1907,37,Cash,Low,E-Commerce
4993,Female,Mobile,Returning,Beauty,Shampoo,Dove,36380,5,47,2860,128,Cash,Low,E-Commerce
3264,Male,Desktop,Returning,Books,Cookbook,HarperCollins,39856,4,7,3626,147,Cash,Low,E-Commerce
1763,Male,Tablet,Returning,Clothing,T-shirt,Nike,24446,3,13,333,145,Cash,Medium,E-Commerce
3235,Male,Mobile,Returning,Books,Textbook,Random House,24991,9,48,2823,83,Cash,Medium,E-Commerce
1379,Male,Tablet,Returning,Groceries,Cooking Oil,Amul,5881,4,38,173,120,UPI,High,E-Commerce
1492,Female,Tablet,New,Toys,Toy Car,Fisher-Price,47335,9,23,3523,167,Cash,Medium,E-Commerce
4112,Male,Mobile,Returning,Groceries,Pasta,Aashirvaad,35372,1,42,1605,199,Wallet,Medium,E-Commerce
2180,Female,Tablet,New,Electronics,Tablet,Samsung,40994,5,30,1405,55,Wallet,High,E-Commerce
3062,Male,Tablet,Returning,Beauty,Shampoo,L'Oreal,43058,1,27,3590,67,Credit Card,High,E-Commerce
4884,Female,Tablet,New,Toys,Toy Car,Hasbro,17828,9,22,2411,115,Wallet,Low,E-Commerce
1064,Male,Desktop,New,Clothing,Dress,Levi's,24969,7,49,2019,76,Wallet,High,E-Commerce
4928,Female,Desktop,New,Books,Cookbook,Scholastic,9270,9,44,659,76,UPI,Medium,E-Commerce
4910,Male,Tablet,New,Home Appliances,Iron,Panasonic,9606,5,45,2163,110,Cash,High,E-Commerce
3568,Female,Mobile,New,Electronics,Laptop,Sony,47274,9,49,4390,188,Cash,Low,E-Commerce
2367,Female,Tablet,Returning,Beauty,Lipstick,Maybelline,25237,4,42,2456,72,Wallet,Medium,E-Commerce
2152,Male,Tablet,New,Beauty,Perfume,Dove,1274,3,14,175,107,Cash,Low,E-Commerce
3027,Female,Desktop,Returning,Beauty,Face Wash,L'Oreal,556,2,47,781,81,Cash,Medium,E-Commerce
3695,Male,Desktop,New,Clothing,T-shirt,Adidas,23555,4,14,2380,176,Credit Card,High,E-Commerce
2495,Male,Desktop,Returning,Toys,Board Game,Fisher-Price,40494,3,25,4175,58,Credit Card,High,E-Commerce
4134,Male,Tablet,New,Groceries,Sugar,Fortune,26265,9,42,1671,101,UPI,High,E-Commerce
2162,Male,Tablet,New,Electronics,Smartwatch,Apple,33148,8,42,381,29,Credit Card,High,E-Commerce
2522,Male,Mobile,Returning,Clothing,Sweater,Zara,1045,1,11,2865,75,Cash,High,E-Commerce
3640,Female,Tablet,Returning,Books,Comic,Scholastic,31265,2,16,4530,28,Cash,Medium,E-Commerce
1391,Male,Tablet,New,Clothing,Dress,Nike,38174,3,45,3361,197,UPI,Low,E-Commerce
2698,Male,Desktop,New,Books,Cookbook,Penguin,42873,6,37,2466,31,Wallet,Low,E-Commerce
1418,Male,Desktop,Returning,Books,Textbook,HarperCollins,6895,5,29,818,149,UPI,Low,E-Commerce
3336,Male,Desktop,New,Beauty,Lipstick,Nivea,15001,5,32,1718,92,Cash,Low,E-Commerce
1378,Male,Desktop,New,Clothing,T-shirt,Nike,27491,6,28,2379,36,Wallet,High,E-Commerce
2796,Male,Desktop,Returning,Groceries,Pasta,Dawat,45543,8,35,1911,54,Credit Card,Low,E-Commerce
4561,Female,Mobile,New,Books,Biography,Scholastic,3888,1,22,1902,193,UPI,Low,E-Commerce
3278,Female,Mobile,New,Home Appliances,Vacuum Cleaner,Philips,11321,5,27,308,106,Wallet,Medium,E-Commerce
4065,Male,Mobile,Returning,Beauty,Shampoo,Dove,1071,6,11,3711,54,UPI,Medium,E-Commerce
3088,Female,Desktop,New,Groceries,Flour,Aashirvaad,18624,6,12,581,53,Credit Card,High,E-Commerce
4099,Male,Desktop,Returning,Clothing,Jacket,Zara,49377,9,19,1515,30,Wallet,Medium,E-Commerce
3182,Male,Desktop,Returning,Groceries,Flour,Patanjali,37195,7,42,477,129,UPI,High,E-Commerce
1200,Male,Mobile,New,Clothing,Jeans,Nike,17231,4,32,186,150,Credit Card,Low,E-Commerce
2863,Male,Desktop,New,Books,Cookbook,HarperCollins,17728,7,31,3627,29,Cash,Low,E-Commerce
1779,Male,Mobile,Returning,Electronics,Laptop,HP,19549,7,25,4595,101,Wallet,High,E-Commerce
3977,Female,Desktop,Returning,Electronics,Headphones,Dell,5092,6,48,3735,101,Credit Card,Low,E-Commerce
4104,Female,Tablet,New,Toys,Board Game,Fisher-Price,31730,8,31,4250,31,UPI,High,E-Commerce
4119,Female,Mobile,Returning,Toys,Toy Car,LEGO,11191,8,46,4444,137,Cash,Medium,E-Commerce
1502,Female,Tablet,New,Books,Cookbook,HarperCollins,17099,6,45,4242,198,UPI,Medium,E-Commerce
3454,Male,Mobile,Returning,Groceries,Cooking Oil,Patanjali,39881,2,18,861,102,Wallet,Low,E-Commerce
4645,Female,Desktop,Returning,Clothing,Sweater,Nike,44360,5,25,1449,116,Credit Card,Medium,E-Commerce
2751,Male,Desktop,Returning,Electronics,Smartphone,Apple,8977,1,18,3776,108,UPI,High,E-Commerce
1804,Female,Tablet,New,Clothing,Jeans,Nike,8552,9,47,3870,127,UPI,Medium,E-Commerce
3146,Female,Desktop,Returning,Books,Biography,Random House,3559,4,10,2609,21,Credit Card,Low,E-Commerce
3731,Female,Mobile,Returning,Groceries,Cooking Oil,Patanjali,29297,1,16,2984,21,Wallet,Low,E-Commerce
2895,Female,Desktop,Returning,Home Appliances,Air Fryer,Panasonic,33318,3,32,4139,152,Wallet,High,E-Commerce
3773,Male,Desktop,Returning,Clothing,Jeans,Levi's,38806,2,33,4329,169,Wallet,Medium,E-Commerce
2570,Female,Mobile,New,Groceries,Sugar,Fortune,34993,9,41,1274,180,Cash,Medium,E-Commerce
1960,Female,Tablet,Returning,Home Appliances,Mixer,Bosch,15910,7,42,395,88,Cash,High,E-Commerce
4810,Male,Tablet,New,Electronics,Smartphone,HP,37834,6,7,1103,175,Wallet,High,E-Commerce
3660,Male,Desktop,Returning,Clothing,Jacket,Levi's,11995,4,37,4969,161,UPI,High,E-Commerce
2485,Female,Mobile,Returning,Beauty,Perfume,Nivea,8357,4,16,4269,123,Credit Card,Low,E-Commerce
3690,Male,Tablet,New,Electronics,Smartwatch,Apple,44177,7,16,519,126,UPI,Low,E-Commerce
4840,Male,Tablet,New,Groceries,Cooking Oil,Patanjali,8326,8,15,3018,69,Cash,High,E-Commerce
2028,Male,Desktop,Returning,Books,Novel,HarperCollins,14291,4,32,1063,188,Credit Card,Medium,E-Commerce
4289,Female,Mobile,Returning,Beauty,Foundation,Maybelline,5033,7,39,3414,162,UPI,High,E-Commerce
1502,Male,Tablet,Returning,Toys,Doll,Mattel,20206,3,38,4987,87,Wallet,High,E-Commerce
3814,Female,Desktop,New,Clothing,Dress,H&M,27465,9,26,4218,62,UPI,High,E-Commerce
1397,Female,Desktop,Returning,Toys,Action Figure,Hot Wheels,48759,3,43,3372,68,Credit Card,High,E-Commerce
1870,Female,Desktop,New,Electronics,Laptop,Sony,17407,3,27,4145,165,UPI,Low,E-Commerce
3842,Female,Desktop,Returning,Clothing,T-shirt,H&M,25730,2,16,946,100,Cash,Low,E-Commerce
1392,Male,Tablet,New,Clothing,Jeans,Levi's,37869,3,23,2319,114,Credit Card,Medium,E-Commerce
1206,Female,Mobile,New,Beauty,Foundation,L'Oreal,19837,8,35,380,172,UPI,Low,E-Commerce
2038,Male,Desktop,New,Beauty,Perfume,Nivea,18992,2,17,3816,159,Cash,High,E-Commerce
2881,Female,Desktop,Returning,Beauty,Foundation,Maybelline,43398,1,23,630,66,Cash,High,E-Commerce
4625,Male,Tablet,Returning,Beauty,Face Wash,L'Oreal,34472,5,40,1544,103,Cash,High,E-Commerce
3939,Female,Desktop,New,Books,Biography,HarperCollins,37350,8,26,3622,112,UPI,Medium,E-Commerce
2484,Male,Desktop,New,Groceries,Cooking Oil,Fortune,23340,6,48,3124,86,UPI,Low,E-Commerce
4762,Female,Mobile,New,Beauty,Shampoo,Dove,29138,2,34,953,79,Credit Card,High,E-Commerce
4646,Female,Desktop,Returning,Electronics,Tablet,Sony,3834,9,8,1954,116,Wallet,High,E-Commerce
1863,Male,Tablet,Returning,Clothing,Dress,Adidas,1211,4,17,2901,190,Wallet,High,E-Commerce
3790,Female,Mobile,Returning,Toys,Board Game,Hot Wheels,9604,3,24,744,184,Credit Card,Medium,E-Commerce
4312,Female,Tablet,New,Beauty,Foundation,L'Oreal,6210,4,43,1551,179,Wallet,Low,E-Commerce
1563,Female,Mobile,Returning,Electronics,Laptop,Sony,30851,3,10,218,104,Wallet,Medium,E-Commerce
2020,Male,Mobile,Returning,Books,Comic,Random House,43194,8,48,3195,199,Credit Card,Low,E-Commerce
1095,Female,Desktop,Returning,Electronics,Tablet,Apple,16477,1,16,620,72,Credit Card,High,E-Commerce
2923,Female,Desktop,New,Toys,Doll,Hot Wheels,43596,1,20,3663,124,Credit Card,Medium,E-Commerce
2757,Male,Desktop,Returning,Toys,Toy Car,LEGO,33599,9,49,2186,91,Cash,Medium,E-Commerce
3532,Male,Tablet,Returning,Electronics,Tablet,Apple,49058,7,21,1391,149,Credit Card,Medium,E-Commerce
4478,Male,Desktop,Returning,Books,Cookbook,Random House,4334,9,12,4215,195,Cash,Low,E-Commerce
3278,Male,Desktop,Returning,Toys,Doll,Mattel,49445,3,37,2709,35,UPI,Medium,E-Commerce
3796,Male,Mobile,Returning,Books,Novel,Oxford,9399,3,48,1049,110,Credit Card,Medium,E-Commerce
2678,Female,Desktop,New,Clothing,Jeans,Adidas,40478,2,43,4241,183,Wallet,High,E-Commerce
4242,Female,Desktop,New,Beauty,Foundation,L'Oreal,25496,2,16,839,157,Wallet,Medium,E-Commerce
1540,Female,Desktop,New,Toys,Doll,Mattel,6304,9,30,1448,111,Wallet,High,E-Commerce
2059,Male,Desktop,New,Electronics,Smartphone,Sony,8233,2,23,4498,100,Wallet,High,E-Commerce
3572,Female,Mobile,Returning,Groceries,Pasta,Dawat,33520,4,17,3655,145,Cash,Medium,E-Commerce
2183,Male,Desktop,Returning,Groceries,Sugar,Patanjali,9690,4,14,2965,108,UPI,High,E-Commerce
4910,Male,Mobile,New,Home Appliances,Microwave,LG,14622,9,38,4739,165,Credit Card,Low,E-Commerce
2722,Female,Tablet,New,Clothing,Dress,Nike,6327,3,35,446,111,Credit Card,Low,E-Commerce
4314,Male,Desktop,New,Groceries,Sugar,Fortune,20439,2,31,1539,21,UPI,Low,E-Commerce
4157,Male,Desktop,Returning,Clothing,Jeans,Nike,8984,3,7,2091,147,Wallet,High,E-Commerce
2819,Female,Desktop,Returning,Beauty,Perfume,L'Oreal,27857,9,48,3187,59,Credit Card,Low,E-Commerce
3625,Male,Mobile,Returning,Home Appliances,Iron,LG,8052,5,9,4652,61,UPI,Low,E-Commerce
3729,Male,Desktop,New,Clothing,Sweater,Adidas,47619,5,9,196,114,Wallet,High,E-Commerce
3604,Female,Desktop,New,Books,Comic,Random House,49688,7,41,737,172,Credit Card,Medium,E-Commerce
2597,Male,Tablet,New,Books,Comic,Penguin,1944,1,11,4790,148,Wallet,High,E-Commerce
4060,Male,Mobile,Returning,Home Appliances,Vacuum Cleaner,Bosch,22906,5,44,4379,35,UPI,High,E-Commerce
3693,Female,Mobile,Returning,Books,Textbook,HarperCollins,24788,9,46,732,189,Cash,Medium,E-Commerce
1795,Female,Tablet,New,Toys,Action Figure,Hot Wheels,8293,6,17,380,184,Wallet,Low,E-Commerce
2051,Female,Mobile,New,Books,Textbook,Scholastic,7177,8,38,1240,124,Wallet,Low,E-Commerce
2643,Female,Desktop,Returning,Books,Biography,Penguin,41129,8,40,3103,56,Cash,High,E-Commerce
4627,Male,Desktop,Returning,Books,Novel,Penguin,25998,1,38,3991,153,UPI,Low,E-Commerce
2363,Male,Tablet,New,Books,Textbook,Scholastic,13768,8,7,4972,169,UPI,High,E-Commerce
4869,Female,Mobile,New,Toys,Toy Car,Fisher-Price,11134,6,14,4894,133,Cash,High,E-Commerce
2981,Male,Mobile,Returning,Books,Textbook,Scholastic,6920,4,47,1312,114,Wallet,Low,E-Commerce
2354,Male,Mobile,New,Books,Cookbook,Oxford,4878,3,39,252,193,Cash,High,E-Commerce
2663,Female,Tablet,New,Beauty,Perfume,L'Oreal,18546,5,41,4359,59,Cash,Low,E-Commerce
2529,Female,Desktop,Returning,Toys,Board Game,LEGO,1498,5,10,1339,73,Cash,Medium,E-Commerce
3038,Male,Tablet,New,Books,Cookbook,Scholastic,29257,7,25,156,65,Credit Card,High,E-Commerce
4419,Female,Desktop,Returning,Clothing,T-shirt,Adidas,4802,9,49,4996,183,Cash,Low,E-Commerce
2496,Female,Tablet,New,Home Appliances,Air Fryer,Philips,8330,1,9,1344,138,Wallet,Medium,E-Commerce
4302,Female,Desktop,Returning,Beauty,Lipstick,Maybelline,48166,9,7,2644,60,Wallet,High,E-Commerce
3237,Male,Mobile,New,Toys,Toy Car,LEGO,19408,3,24,1074,117,Wallet,Medium,E-Commerce
4296,Female,Mobile,New,Groceries,Cooking Oil,Patanjali,47322,6,34,2032,86,Cash,High,E-Commerce
2408,Male,Mobile,New,Electronics,Laptop,Samsung,7235,6,16,1318,145,Credit Card,Low,E-Commerce
2400,Male,Tablet,Returning,Toys,Action Figure,Hot Wheels,33398,4,39,1347,42,Credit Card,Medium,E-Commerce
2306,Male,Tablet,New,Home Appliances,Vacuum Cleaner,LG,45691,2,36,365,190,Credit Card,Medium,E-Commerce
3680,Female,Tablet,New,Beauty,Face Wash,L'Oreal,12109,5,23,4803,80,Cash,Medium,E-Commerce
